"City","Country","Population","Latitude","Longitude"
"Friesoythe","DE",20178,53.016667,7.85
"Fritzlar","DE",14798,51.133333,9.283333
"Fröndenberg","DE",23499,51.466667,7.766667
"Fuldabrück","DE",9098,51.266667,9.483333
"Fulda","DE",63851,50.55,9.666667
"Fuldatal","DE",12102,51.383333,9.566667
"Fürstenfeldbruck","DE",34194,48.183333,11.25
"Fürstenwalde","DE",33199,52.366667,14.066667
"Fürth","DE",112959,49.466667,10.966667
"Furth im Wald","DE",9400,49.309722,12.84
"Furtwangen","DE",9763,48.05,8.2
"Füssen","DE",14002,47.566667,10.7
"Gaggenau","DE",29800,48.8,8.333333
"Gaildorf","DE",12683,49.003889,9.771111
"Gaimersheim","DE",10998,48.816667,11.366667
"Ganderkesee","DE",31262,53.033333,8.533333
"Gangelt","DE",11647,50.983333,6
"Garbsen","DE",63354,52.416667,9.6
"Garching","DE",15380,48.25,11.65
"Gardelegen","DE",11771,52.533333,11.366667
"Garmisch-Partenkirchen","DE",26346,47.5,11.1
"Garrel","DE",12515,52.95,8.016667
"Gärtringen","DE",11438,48.65,8.9
"Gauting","DE",19381,48.066667,11.366667
"Geeste","DE",11456,52.6,7.266667
"Geesthacht","DE",29853,53.433333,10.366667
"Gehrden","DE",15139,52.316667,9.6
"Geilenkirchen","DE",28587,50.966667,6.116667
"Geisenheim","DE",11959,49.983333,7.966667
"Geldern","DE",34291,51.516667,6.333333
"Gelnhausen","DE",21417,50.2,9.183333
"Gelsenkirchen","DE",271647,51.516667,7.05
"Gemünden","DE",11560,50.05,9.7
"Gengenbach","DE",11035,48.4,8.016667
"Genthin","DE",14573,52.4,12.166667
"Georgsmarienhütte","DE",32945,52.2,8.05
"Gera","DE",104463,50.866667,12.083333
"Geretsried","DE",23377,47.866667,11.466667
"Gerlingen","DE",18977,48.8,9.066667
"Germering","DE",36905,48.133333,11.366667
"Germersheim","DE",20706,49.223056,8.363889
"Gernsbach","DE",14548,48.766667,8.333333
"Gernsheim","DE",9435,49.76,8.495833
"Gerstetten","DE",12407,48.633333,10.033333
"Gersthofen","DE",20322,48.416667,10.883333
"Gescher","DE",16937,51.95,7.016667
"Geseke","DE",20790,51.65,8.516667
"Gevelsberg","DE",32978,51.316667,7.333333
"Giengen","DE",20211,48.616667,10.25
"Gifhorn","DE",42699,52.483333,10.55
"Gilching","DE",17204,48.116667,11.3
"Ginsheim-Gustavsburg","DE",16283,49.985833,8.3425
"Gladbeck","DE",77264,51.566667,6.983333
"Gladenbach","DE",12613,50.766667,8.566667
"Glauchau","DE",26260,50.816667,12.533333
"Glinde","DE",16106,53.55,10.2
"Glückstadt","DE",11976,53.783333,9.416667
"Goch","DE",34045,51.666667,6.166667
"Goldbach","DE",10038,49.988889,9.186389
"Göppingen","DE",58021,48.7,9.666667
"Görlitz","DE",57097,51.166667,15
"Goslar","DE",43461,51.9,10.433333
"Gotha","DE",47214,50.95,10.716667
"Göttingen","DE",123570,51.533333,9.933333
"Gottmadingen","DE",10242,47.733333,8.783333
"Graben-Neudorf","DE",11683,49.170278,8.487778
"Gräfelfing","DE",12992,48.1,11.45
"Grafenau","DE",9180,48.85,13.4
"Gräfenhainichen","DE",8026,51.733333,12.45
"Grafing","DE",12469,48.05,11.966667
"Grefrath","DE",16167,51.3,6.316667
"Greifswald","DE",51935,54.1,13.383333
"Greiz","DE",23931,50.65,12.2
"Grenzach-Wyhlen","DE",13994,47.552573,7.660567
"Grevenbroich","DE",64851,51.083333,6.583333
"Greven","DE",35732,52.1,7.616667
"Grevesmühlen","DE",10993,53.866667,11.183333
"Griesheim","DE",25432,49.862778,8.575278
"Grimma","DE",17780,51.233333,12.716667
"Grimmen","DE",10764,54.1,13.05
"Gröbenzell","DE",19181,48.2,11.366667
"Gröditz","DE",8086,51.416667,13.45
"Gronau","DE",46061,52.2,7.033333
"Grünberg","DE",14360,50.6,8.95
"Grünstadt","DE",13219,49.569167,8.168056
"Grünwald","DE",11173,48.05,11.516667
"Guben","DE",21602,51.95,14.716667
"Gummersbach","DE",53244,51.033333,7.55
"Gundelfingen","DE",11475,48.05,7.866667
"Günzburg","DE",19507,48.45,10.266667
"Gunzenhausen","DE",16666,49.1,10.75
"Güstrow","DE",30869,53.8,12.166667
"Gütersloh","DE",96332,51.9,8.383333
"Haan","DE",29369,51.2,7
"Haar","DE",17810,48.1,11.733333
"Hagen","DE",14349,52.2,7.983333
"Hagen","DE",199497,51.35,7.466667
"Hagenow","DE",12253,53.433333,11.183333
"Haiger","DE",20134,50.75,8.216667
"Haigerloch","DE",11066,48.366667,8.8
"Hainichen","DE",9628,50.966667,13.116667
"Halberstadt","DE",39391,51.9,11.05
"Haldensleben","DE",20131,52.3,11.416667
"Halle","DE",20921,52.066667,8.366667
"Halle","DE",232452,51.5,12
"Halstenbek","DE",16074,53.633333,9.85
"Haltern","DE",38212,51.733333,7.183333
"Halver","DE",17660,51.2,7.483333
"Hamburg","DE",1733846,53.55,10
"Hameln","DE",59349,52.1,9.35
"Hammelburg","DE",11798,50.116667,9.9
"Hamm","DE",186289,51.683333,7.8
"Hamminkeln","DE",27755,51.733333,6.583333
"Hanau","DE",89938,50.133333,8.916667
"Hannoversch Münden","DE",25612,51.416667,9.683333
"Hanover","DE",519144,52.366667,9.716667
"Haren","DE",23038,52.783333,7.233333
"Harrislee","DE",11600,54.8,9.383333
"Harsewinkel","DE",23910,51.966667,8.233333
"Harsum","DE",12401,52.216667,9.966667
"Hasbergen","DE",10863,52.233333,7.933333
"Haselünne","DE",12748,52.666667,7.483333
"Hatten","DE",13342,53.016667,8.35
"Hattersheim","DE",25544,50.066667,8.466667
"Hattingen","DE",58076,51.4,7.166667
"Hauzenberg","DE",12471,48.65,13.633333
"Havixbeck","DE",12249,51.983333,7.416667
"Hechingen","DE",19671,48.35,8.983333
"Heddesheim","DE",11673,49.505556,8.603611
"Heide","DE",20309,54.2,9.1
"Heidelberg","DE",144703,49.416667,8.7
"Heidenau","DE",16719,50.983333,13.866667
"Heidenheim","DE",50684,48.683333,10.15
"Heilbad Heiligenstadt","DE",17056,51.383333,10.133333
"Heilbronn","DE",121822,49.140278,9.22
"Heiligenhafen","DE",9328,54.366667,10.983333
"Heiligenhaus","DE",28312,51.316667,6.966667
"Heinsberg","DE",42409,51.066667,6.083333
"Helmbrechts","DE",9539,50.233333,11.7
"Helmstedt","DE",25686,52.233333,11
"Hemer","DE",39288,51.383333,7.766667
"Hemmingen","DE",18956,52.316667,9.75
"Hemsbach","DE",12442,49.591667,8.646389
"Hennef","DE",45829,50.783333,7.283333
"Hennigsdorf","DE",26498,52.633333,13.2
"Henstedt-Ulzburg","DE",26062,53.783333,10
"Heppenheim","DE",25580,49.640833,8.637222
"Herborn","DE",21404,50.683333,8.316667
"Herbrechtingen","DE",13244,48.616667,10.183333
"Herdecke","DE",25954,51.4,7.433333
"Herford","DE",65834,52.133333,8.683333
"Hermsdorf","DE",8728,50.9,11.866667
"Herne","DE",173121,51.55,7.216667
"Herrenberg","DE",31401,48.6,8.866667
"Hersbruck","DE",12506,49.5125,11.433889
"Herten","DE",65367,51.6,7.133333
"Herxheim","DE",10443,49.509167,8.179167
"Herzberg","DE",14832,51.65,10.333333
"Herzberg","DE",12188,51.683333,13.233333
"Herzogenaurach","DE",23229,49.55,10.883333
"Herzogenrath","DE",47425,50.866667,6.1
"Hessisch Lichtenau","DE",13394,51.2,9.716667
"Hessisch Oldendorf","DE",19871,52.166667,9.25
"Hettstedt","DE",15876,51.65,11.5
"Heubach","DE",10164,48.783333,9.933333
"Heusenstamm","DE",19257,50.066667,8.8
"Heusweiler","DE",20094,49.35,6.933333
"Hiddenhausen","DE",20742,52.166667,8.616667
"Hilchenbach","DE",16784,50.983333,8.1
"Hildburghausen","DE",12422,50.416667,10.75
"Hilden","DE",57036,51.166667,6.933333
"Hildesheim","DE",102958,52.15,9.966667
"Hille","DE",16620,52.333333,8.75
"Hilpoltstein","DE",12968,49.19,11.188611
"Hilter","DE",10312,52.15,8.15
"Hirschaid","DE",11514,49.819444,10.990833
"Hochheim","DE",17203,50.016667,8.35
"Höchstadt","DE",13470,49.7,10.8
"Höchst","DE",10143,49.799722,8.999444
"Hockenheim","DE",20814,49.322778,8.545833
"Hofgeismar","DE",16199,51.483333,9.4
"Hofheim","DE",38482,50.083333,8.45
"Hof","DE",49353,50.316667,11.916667
"Hohen Neuendorf","DE",22687,52.666667,13.283333
"Hohenstein-Ernstthal","DE",16416,50.8,12.716667
"Höhr-Grenzhausen","DE",9906,50.433333,7.666667
"Holzgerlingen","DE",11567,48.633333,9.016667
"Holzkirchen","DE",15459,47.883333,11.7
"Holzminden","DE",21028,51.816667,9.45
"Holzwickede","DE",17867,51.5,7.633333
"Homberg","DE",14893,51.033333,9.4
"Homburg","DE",45010,49.316667,7.333333
"Horb","DE",26287,48.433333,8.683333
"Hörstel","DE",19979,52.316667,7.583333
"Hösbach","DE",13258,50,9.2
"Hövelhof","DE",16349,51.816667,8.65
"Höxter","DE",32962,51.766667,9.383333
"Hoyerswerda","DE",43267,51.433333,14.25
"Hückelhoven","DE",39765,51.05,6.216667
"Hückeswagen","DE",16499,51.15,7.35
"Hude","DE",15858,53.116667,8.466667
"Hüllhorst","DE",13913,52.283333,8.666667
"Hünfeld","DE",16454,50.666667,9.766667
"Hungen","DE",12844,50.466667,8.9
"Hünxe","DE",13707,51.65,6.783333
"Hürth","DE",55217,50.866667,6.866667
"Husum","DE",20753,54.466667,9.05
"Ibbenbüren","DE",51305,52.266667,7.733333
"Idar-Oberstein","DE",32876,49.7,7.3
"Idstein","DE",23432,50.233333,8.266667
"Ihlow","DE",12757,51.883333,13.333333
"Illertissen","DE",16623,48.216667,10.1
"Illingen","DE",18312,49.366667,7.05
"Ilmenau","DE",27471,50.683333,10.9
"Ilsede","DE",12326,52.266667,10.2
"Immenstadt","DE",14282,47.566667,10.216667
"Ingelheim","DE",25296,49.980556,8.073611
"Ingolstadt","DE",120598,48.766667,11.433333
"Iserlohn","DE",98190,51.366667,7.7
"Ismaning","DE",14722,48.233333,11.633333
"Isny","DE",14461,47.7,10.033333
"Isselburg","DE",11274,51.833333,6.466667
"Issum","DE",12257,51.533333,6.433333
"Itzehoe","DE",33415,53.916667,9.516667
"Jena","DE",99269,50.933333,11.583333
"Jever","DE",14079,53.583333,7.9
"Jork","DE",11878,53.533333,9.683333
"Jüchen","DE",22333,51.1,6.5
"Jülich","DE",34888,50.933333,6.366667
"Jüterbog","DE",13483,51.983333,13.083333
"Kaarst","DE",42876,51.233333,6.616667
"Kaiserslautern","DE",98947,49.45,7.75
"Kalkar","DE",14405,51.733333,6.3
"Kall","DE",12074,50.55,6.55
"Kaltenkirchen","DE",19161,53.833333,9.966667
"Kamen","DE",46076,51.6,7.666667
"Kamenz","DE",18122,51.266667,14.1
"Kamp-Lintfort","DE",39949,51.5,6.533333
"Kappeln","DE",9801,54.666667,9.933333
"Karben","DE",21718,50.233333,8.75
"Karlsfeld","DE",17958,48.216667,11.466667
"Karlsruhe","DE",284786,49.004722,8.385833
"Karlstadt","DE",15247,49.960278,9.772222
"Kassel","DE",193117,51.316667,9.5
"Kaufbeuren","DE",43454,47.883333,10.616667
"Kaufungen","DE",12804,51.281111,9.618611
"Kehl","DE",34493,48.583333,7.816667
"Kelheim","DE",16227,48.916667,11.866667
"Kelkheim","DE",26823,50.133333,8.45
"Kelsterbach","DE",14146,50.066667,8.533333
"Kempen","DE",36506,51.366667,6.416667
"Kempten","DE",61800,47.716667,10.316667
"Kerpen","DE",64729,50.866667,6.7
"Ketsch","DE",12960,49.367778,8.531111
"Kevelaer","DE",28148,51.583333,6.25
"Kiel","DE",235264,54.333333,10.133333
"Kierspe","DE",18281,51.133333,7.583333
"Kirchen","DE",9354,50.8,7.883333
"Kirchhain","DE",16432,50.816667,8.966667
"Kirchheim","DE",40144,48.65,9.45
"Kirchheim","DE",11982,48.183333,11.75
"Kirchhundem","DE",13059,51.1,8.1
"Kirchlengern","DE",16557,52.2,8.633333
"Kirchlinteln","DE",10644,52.95,9.316667
"Kirchzarten","DE",9575,47.966667,7.95
"Kirkel","DE",10509,49.283333,7.233333
"Kirn","DE",8879,49.783333,7.45
"Kissing","DE",11072,48.3,10.983333
"Kitzingen","DE",21705,49.733333,10.166667
"Kleinblittersdorf","DE",12940,49.15,7.033333
"Kleinmachnow","DE",18306,52.4,13.25
"Klingenthal","DE",8984,50.366667,12.466667
"Koblenz","DE",108146,50.35,7.6
"Kolbermoor","DE",18488,47.85,12.066667
"Kolkwitz","DE",10336,51.75,14.25
"Köngen","DE",9879,48.683333,9.366667
"Königslutter","DE",16614,52.25,10.816667
"Königstein","DE",15767,50.183333,8.466667
"Königswinter","DE",41248,50.683333,7.183333
"Königs Wusterhausen","DE",33872,52.283333,13.616667
"Konstanz","DE",81951,47.666667,9.183333
"Korbach","DE",24657,51.283333,8.866667
"Korb","DE",10305,48.85,9.366667
"Korntal-Münchingen","DE",18358,48.816667,9.116667
"Kornwestheim","DE",30756,48.866667,9.183333
"Korschenbroich","DE",33588,51.183333,6.516667
"Köthen","DE",28700,51.75,11.966667
"Krefeld","DE",239908,51.333333,6.566667
"Kreuzau","DE",18670,50.75,6.483333
"Kreuztal","DE",31720,50.966667,7.983333
"Kriftel","DE",10590,50.083333,8.483333
"Kronach","DE",18349,50.233333,11.316667
"Kronberg","DE",17649,50.183333,8.5
"Kronshagen","DE",11826,54.333333,10.083333
"Krumbach","DE",12518,48.25,10.366667
"Kulmbach","DE",27346,50.1,11.45
"Kümmersbruck","DE",10458,49.419167,11.888333
"Künzell","DE",16356,50.55,9.716667
"Künzelsau","DE",15128,49.281944,9.688889
"Kürten","DE",20588,51.05,7.266667
"Kyritz","DE",11321,52.95,12.4
"Laatzen","DE",40245,52.316667,9.8
"Ladenburg","DE",11621,49.475,8.606944
"Lage","DE",36709,51.983333,8.8
"Lahnstein","DE",18572,50.3,7.616667
"Lahr","DE",43676,48.35,7.866667
"Lahstedt","DE",10882,52.25,10.216667
"Laichingen","DE",11063,48.5,9.683333
"Lampertheim","DE",31873,49.601944,8.471944
"Landau","DE",13026,48.683333,12.683333
"Landau","DE",42031,49.2075,8.113333
"Landsberg","DE",26624,48.05,10.866667
"Landshut","DE",61131,48.533333,12.15
"Langelsheim","DE",13234,51.933333,10.333333
"Langenau","DE",14411,48.5,10.1
"Langenfeld","DE",58803,51.1,6.95
"Langenhagen","DE",49958,52.45,9.75
"Langen","DE",35755,49.993333,8.672778
"Langen","DE",18685,53.616667,8.6
"Langenselbold","DE",12652,50.183333,9.033333
"Langenzenn","DE",10767,49.5,10.8
"Langerwehe","DE",14222,50.816667,6.35
"Langgöns","DE",12251,50.5,8.666667
"Langwedel","DE",15200,52.966667,9.216667
"Lappersdorf","DE",12817,49.056944,12.09
"Laubach","DE",10262,50.55,8.983333
"Lauchhammer","DE",18948,51.5,13.8
"Lauda-Königshofen","DE",15138,49.565278,9.704167
"Lauenburg","DE",11796,53.366667,10.566667
"Lauffen","DE",11191,49.074444,9.146944
"Lauf","DE",26181,49.510278,11.2775
"Lauingen","DE",10991,48.566667,10.433333
"Laupheim","DE",19111,48.233333,9.883333
"Lauterbach","DE",14665,50.633333,9.4
"Lebach","DE",21665,49.4,6.916667
"Leer","DE",34081,53.233333,7.433333
"Lehre","DE",11664,52.333333,10.666667
"Lehrte","DE",44495,52.383333,9.966667
"Leichlingen","DE",27532,51.116667,7.016667
"Leimen","DE",27323,49.351111,8.689444
"Leinefelde","DE",13794,51.383333,10.333333
"Leinfelden-Echterdingen","DE",37210,48.7,9.15
"Leipzig","DE",492637,51.3,12.333333
"Lemgo","DE",42036,52.033333,8.9
"Lengede","DE",13196,52.2,10.3
"Lengerich","DE",22642,52.183333,7.866667
"Lenggries","DE",9409,47.683333,11.566667
"Lennestadt","DE",28142,51.116667,8.066667
"Leonberg","DE",46276,48.8,9.016667
"Leopoldshöhe","DE",16324,52.016667,8.7
"Leuna","DE",7100,51.316667,12.016667
"Leutenbach","DE",10718,48.883333,9.4
"Leutkirch","DE",22645,47.825,10.016667
"Leverkusen","DE",159088,51.016667,6.983333
"Lich","DE",13410,50.516667,8.833333
"Lichtenau","DE",11350,51.616667,8.9
"Lichtenfels","DE",21586,50.15,11.066667
"Lichtenstein","DE",13583,50.75,12.65
"Liebenburg","DE",9649,52.016667,10.45
"Lilienthal","DE",17851,53.133333,8.916667
"Limbach-Oberfrohna","DE",26721,50.866667,12.75
"Limburgerhof","DE",10750,49.424444,8.391944
"Limburg","DE",33955,50.383333,8.05
"Lindau","DE",24161,47.55,9.683333
"Lindenberg","DE",11614,47.6,9.9
"Lindlar","DE",22752,51.016667,7.383333
"Lingen","DE",51577,52.516667,7.316667
"Linkenheim-Hochstetten","DE",11783,49.137222,8.403333
"Linnich","DE",13983,50.983333,6.266667
"Lippstadt","DE",67638,51.666667,8.35
"Löbau","DE",21398,51.1,14.666667
"Lohfelden","DE",13910,51.266667,9.533333
"Lohmar","DE",31802,50.833333,7.216667
"Lohne","DE",25332,52.666667,8.233333
"Löhne","DE",41805,52.183333,8.666667
"Lohr","DE",16297,49.993611,9.578333
"Lollar","DE",10206,50.65,8.7
"Löningen","DE",13315,52.733333,7.766667
"Lorch","DE",11503,48.8,9.683333
"Lörrach","DE",47666,47.616288,7.664842
"Lorsch","DE",12829,49.654722,8.568611
"Losheim","DE",16418,49.516667,6.75
"Lotte","DE",13564,52.283333,7.916667
"Loxstedt","DE",16783,53.466667,8.65
"Lübbecke","DE",27131,52.3,8.616667
"Lübbenau","DE",21356,51.866667,13.966667
"Lübben","DE",14985,51.95,13.9
"Lübeck","DE",213171,53.866667,10.7
"Lüchow","DE",9763,52.966667,11.15
"Luckenwalde","DE",21217,52.083333,13.166667
"Lüdenscheid","DE",80045,51.216667,7.616667
"Lüdinghausen","DE",24218,51.766667,7.466667
"Ludwigsburg","DE",87855,48.9,9.183333
"Ludwigsfelde","DE",24823,52.3,13.266667
"Ludwigshafen","DE",162514,49.481111,8.435278
"Ludwigslust","DE",12209,53.316667,11.5
"Lugau","DE",7779,50.733333,12.75
"Lügde","DE",11448,51.95,9.25
"Lüneburg","DE",73252,53.25,10.4
"Lünen","DE",91912,51.616667,7.516667
"Magdeburg","DE",224428,52.166667,11.666667
"Mainburg","DE",13944,48.65,11.783333
"Maintal","DE",38656,50.15,8.833333
"Mainz","DE",187940,50,8.271111
"Maisach","DE",12623,48.216667,11.266667
"Malchin","DE",8413,53.733333,12.783333
"Malente","DE",10731,54.183333,10.566667
"Malsch","DE",14364,48.883333,8.333333
"Manching","DE",11297,48.716667,11.5
"Mannheim","DE",309626,49.488333,8.464722
"Marbach","DE",15353,48.933333,9.25
"Marburg","DE",79300,50.816667,8.766667
"Marienberg","DE",15600,50.65,13.166667
"Marienheide","DE",13645,51.083333,7.533333
"Markdorf","DE",12701,47.716667,9.4
"Markgröningen","DE",14766,48.9,9.066667
"Markkleeberg","DE",23220,51.283333,12.4
"Marktheidenfeld","DE",11023,49.844167,9.603889
"Marktoberdorf","DE",18701,47.783333,10.616667
"Marktredwitz","DE",18359,50.005,12.081111
"Markt Schwaben","DE",11251,48.2,11.883333
"Marl","DE",91262,51.65,7.083333
"Marpingen","DE",11439,49.45,7.05
"Marsberg","DE",22361,51.45,8.85
"Maxhütte-Haidhof","DE",10610,49.2025,12.098056
"Mayen","DE",19372,50.333333,7.216667
"Mechernich","DE",27551,50.6,6.65
"Meckenbeuren","DE",13121,47.7,9.566667
"Meckenheim","DE",25491,50.633333,7.016667
"Meerane","DE",17646,50.85,12.466667
"Meerbusch","DE",55053,51.283333,6.666667
"Meinerzhagen","DE",21907,51.116667,7.65
"Meiningen","DE",21570,50.55,10.416667
"Meitingen","DE",11245,48.55,10.85
"Melle","DE",46745,52.2,8.35
"Melsungen","DE",14122,51.133333,9.55
"Memmingen","DE",41210,47.983333,10.166667
"Menden","DE",58939,51.433333,7.8
"Mengen","DE",10155,48.05,9.333333
"Meppen","DE",34205,52.683333,7.316667
"Merchweiler","DE",10795,49.35,7.05
"Mering","DE",12437,48.266667,10.983333
"Merseburg","DE",34440,51.366667,12
"Merzig","DE",31141,49.45,6.633333
"Meschede","DE",32593,51.35,8.283333
"Mettingen","DE",12869,52.316667,7.783333
"Mettlach","DE",12705,49.5,6.6
"Mettmann","DE",39371,51.25,6.966667
"Metzingen","DE",22034,48.533333,9.266667
"Meuselwitz","DE",9953,51.05,12.3
"Michelstadt","DE",17363,49.673611,9.0025
"Miesbach","DE",11394,47.783333,11.833333
"Miltenberg","DE",9706,49.703889,9.264444
"Mindelheim","DE",14221,48.05,10.483333
"Minden","DE",83402,52.283333,8.916667
"Mittweida","DE",16494,50.983333,12.983333
"Moers","DE",109167,51.45,6.65
"Möglingen","DE",10460,48.883333,9.133333
"Möhnesee","DE",11612,51.5,8.133333
"Mölln","DE",18396,53.633333,10.683333
"Mömbris","DE",12393,50.066667,9.166667
"Mönchengladbach","DE",264969,51.2,6.433333
"Monheim","DE",43905,51.083333,6.883333
"Monschau","DE",13167,50.55,6.25
"Montabaur","DE",12518,50.433333,7.833333
"Moosburg","DE",17394,48.466667,11.933333
"Morbach","DE",11184,49.816667,7.116667
"Mörfelden-Walldorf","DE",34194,49.994722,8.583611
"Mörlenbach","DE",10566,49.599167,8.734722
"Morsbach","DE",11743,50.866667,7.75
"Mosbach","DE",25474,49.353889,9.142778
"Mössingen","DE",20197,48.4,9.066667
"Much","DE",15327,50.916667,7.4
"Mühlacker","DE",26674,48.95,8.833333
"Mühldorf","DE",17940,48.25,12.533333
"Mühlhausen","DE",36287,51.216667,10.45
"Mühlheim","DE",26753,50.116667,8.833333
"Mülheim-Kärlich","DE",10414,50.383333,7.5
"Mülheim","DE",172779,51.433333,6.883333
"Müllheim","DE",18518,47.811248,7.6285
"Münchberg","DE",11646,50.2,11.783333
"Munich","DE",1246133,48.15,11.5833
"Münsingen","DE",14466,48.416667,9.5
"Münster","DE",13957,49.922778,8.867778
"Munster","DE",18090,52.983333,10.083333
"Münster","DE",272452,51.966667,7.633333
"Murnau","DE",12223,47.683333,11.2
"Murrhardt","DE",14381,48.966667,9.566667
"Mutterstadt","DE",12565,49.441389,8.356111
"Nagold","DE",23486,48.55,8.716667
"Naila","DE",8349,50.316667,11.7
"Nalbach","DE",9616,49.383333,6.783333
"Nauen","DE",19203,52.6,12.883333
"Naumburg","DE",30040,51.15,11.816667
"Neckargemünd","DE",14111,49.392222,8.794167
"Neckarsulm","DE",27530,49.192778,9.226111
"Netphen","DE",25187,50.916667,8.1
"Nettetal","DE",42959,51.316667,6.283333
"Neu-Anspach","DE",15609,50.316667,8.5
"Neubiberg","DE",13057,48.083333,11.683333
"Neubrandenburg","DE",67393,53.566667,13.266667
"Neuenburg","DE",11538,47.813418,7.563494
"Neuenhagen","DE",16111,52.533333,13.683333
"Neuenkirchen","DE",14068,52.25,7.366667
"Neuenrade","DE",12505,51.283333,7.783333
"Neufahrn","DE",18487,48.316667,11.666667
"Neuhausen","DE",11566,48.683333,9.283333
"Neuhof","DE",11437,50.433333,9.616667
"Neumünster","DE",79429,54.066667,9.983333
"Neunkirchen","DE",14295,50.8,8
